name	HU_neg_017	HU_neg_028	HU_neg_034	HU_neg_051	HU_neg_060	HU_neg_078	HU_neg_091	HU_neg_093	HU_neg_099	HU_neg_110	HU_neg_130	HU_neg_134	HU_neg_138	HU_neg_149	HU_neg_152	HU_neg_175	HU_neg_178	HU_neg_185	HU_neg_204	HU_neg_208	QC1_001	QC1_002	QC1_003	QC1_005	QC1_006	QC1_008	QC1_009	QC1_011	QC1_012	QC1_014
M143T54	2395220.13456562	1753441.80001551	5219438.6210939	3643295.79478376	2261241.1815957	3575531.41996823	3176531.18382052	874823.081366155	3162439.13602817	1596991.86602283	993404.215754758	1697921.24824534	3860659.71270407	2103368.57646798	3175781.57456737	761985.889343609	1349518.33550544	544082.578193372	3894411.83083322	805157.588395672	4008208.76691719	3775750.26224016	3449139.98193621	3133157.21738476	3041945.56315071	2146170.75275909	1931089.50738137	1503070.54224209	1217270.6806842	855705.18986461
M143T318	1026175.47133243	3601253.49203848	1027876.96998603	448447.622898731	2998478.72079312	1765144.01004889	2042119.85968847	874713.056797163	1395854.55469197	2266390.25377066	2075799.41184301	1934899.47570652	1789722.52251181	1266958.16041604	1405284.5390629	1726029.88206117	1234030.42205978	1365936.28237529	1886447.36548329	420061.462984093	3975588.32143144	2947170.15583971	2960076.25692648	2553737.37264965	2488874.84686884	2082205.19666415	1928317.29969422	1774114.50331265	1505434.94976801	1142893.5505005
M144T239	1050765.41159369	2443215.97559685	660668.316858605	399416.978535937	2734380.41479025	6471661.95226636	1585062.15640576	360457.316214193	1768091.00213494	292185.563530029	3270543.1625472	1097231.41188454	1848661.78219885	3274226.23466732	3838427.73274948	1477452.03467952	944558.91430227	499094.764827428	3702884.32669836	269100.434676669	1859907.17214894	1751964.64475976	1848996.2376971	1697152.87743945	1627456.19504881	1356368.37517424	1372139.10491297	1046219.45177434	942116.968454391	719131.373883157
M144T63	516409.028112326	1083581.17590012	486826.709983868	296434.764485746	1210829.4155257	952438.34670309	774421.055690581	454168.478047585	1183977.91494962	598862.167449838	757001.127339272	1720738.3376407	860371.46426272	1228229.69628764	1108224.57037852	819842.654574764	415853.636347926	206423.632717965	853030.444099003	165127.794004969	1205928.14025718	1189488.38539919	1057530.34514412	1003242.94370864	1056623.71961181	825289.348418978	713011.888373584	548131.310107251	521727.824983746	416539.891291897
M145T308	664580.517527161	5712776.47833523	2028175.5570251	421586.299547944	3302294.68941965	2180912.90139807	2339440.62317755	696092.831886292	3011290.22498535	850079.217521847	1852463.96312404	2381794.19236209	5008590.7333538	1346357.43870269	3143664.34303581	2314782.7463125	1650636.00181303	994726.080886659	2454209.33548295	446173.512586796	3881999.61595606	3546631.48776959	3562657.41022732	3157142.33656043	3442279.9253541	2536618.68647103	2464051.74066624	2052784.60479208	1647685.2358402	1260260.02235547
M145T67	1061945.07189381	18247014.6682578	832383.234867949	1541896.00003184	9241141.77072509	3778181.88060014	4672934.38045931	1703985.40324147	6216543.01366601	5585327.3057017	2246186.39358286	2886668.78524847	3562362.08815541	6105906.95260593	6874638.53306621	6471600.33026689	4297080.72982533	826650.304470516	1426938.29606016	1028888.52903829	6466244.84412691	6468396.77649454	5942663.90636225	5597666.52689303	5547997.75795948	4164434.48579428	3727552.29446662	3002620.20346653	2494849.15651523	1853493.01304569
M146T1021	1917043.5195162	1798612.14665568	1798630.33149761	2148791.96115779	2176355.01764215	2101440.86275953	2276060.29704918	2379039.60114974	2509193.58612891	2547407.24565413	2379235.46551466	2332899.41342538	2335937.27464579	2325369.97648976	2391653.87947563	2256138.1808478	2157327.20634482	2172352.37105318	1889821.61350098	1884204.70703404	2016567.67502583	2054520.70717774	2228455.58524609	2457307.4694323	2724752.34747503	2522342.69518737	2540036.83687635	2469552.19472861	2380073.62320207	1884792.37310547
M146T56	402496.197253798	2207863.67830764	219289.90288846	169285.246986701	658892.053833575	694506.427392523	683797.534991	352950.858925468	486664.357811121	634860.424619737	441329.543272527	328597.052466139	778465.462795801	620862.756735931	1131476.05996674	976139.327679307	516897.3137157	191385.091482883	168098.684683672	325337.816959277	888118.013155975	824040.460858783	832802.522276124	804162.572787627	865766.328929785	703302.11753546	671549.187409569	572234.275127106	547103.743310147	412991.244731929
M147T1017	3206882.2855668	1655662.30105402	1428249.97806876	4088111.4809446	3139823.86243182	4032376.18586965	4545256.77627657	4786462.02592805	5201250.67626155	4966694.91708432	5016148.9330632	4919355.81359956	4877511.13746745	4853162.21416274	4738912.67619887	4620525.44256365	4458869.7410697	4426168.41142923	4071528.82777123	4057845.02445938	2476623.12399869	3627323.49111445	4143002.01111804	4792403.85292956	5329034.13740911	4873112.07277199	4901820.59045283	4858906.98962749	4417002.67467572	3801556.70731132
M147T130	798704.267184136	2811600.27605306	3401566.47587945	1290225.72357375	20638015.498069	9158710.00440865	10727322.3432978	2997278.41462815	6886549.26244633	727193.29748227	8367237.01333585	6917209.09239193	7514448.67129279	5795709.30686816	4384994.51736119	2673882.02061882	5445107.24345636	499021.94006503	5797824.50970303	836569.810177702	9056449.28697526	8122404.51386927	7659992.8994692	6604463.97562439	6936718.24143879	5157966.79835365	4852748.6350085	3994684.72467627	3356444.7838726	2544501.00778092
M148T55	1246057.30848646	2588668.678179	646060.476998828	742565.705174037	2163100.46678543	1812549.07537973	1244756.4503825	922847.936953059	2159101.95516165	1285175.96344168	1785663.5030318	1996062.29906215	1273357.36854155	1264894.93705671	993733.444305097	985456.806936746	911077.50283408	567099.752195065	710866.354782054	335985.86944329	1932059.52111277	1798148.70721257	1793106.14981405	1597560.58910047	1656620.82104028	1338382.60712347	1260467.3349717	1040164.72464875	982275.090083083	704259.37210513
M149T58	3967472.90512622	7752078.65504976	10828735.5671304	2455663.1356259	14052609.2698437	10253852.4152357	19379952.4120868	11699693.952582	8188551.18078197	4432891.39715615	17467975.5379439	14973656.6373595	8955669.7851647	9498878.22362968	7790380.67420932	6866443.13087537	9588094.5918271	1998676.82381515	6211451.54765153	1944264.92480932	11443428.7816854	11484067.0951405	11299653.1917724	11626682.766475	11560488.2778257	10074054.7975571	9607380.43790981	8600047.18860677	7623607.30321045	5959278.29886938
M150T57	440323.516508789	846145.795838259	476749.482593414	237793.869561264	926373.685654821	792282.956220135	940931.200045832	692754.04661741	831002.158821203	436112.209439839	1125287.13820249	1015166.17148162	609361.028960254	645599.021824547	499727.700882998	466935.757463013	573844.998637469	202462.225198301	369495.291495767	110682.680287093	789749.931957571	796488.051542697	784121.712895182	799856.592591146	808427.192046686	703519.044564786	640151.396292969	554198.736550149	522754.229303181	383874.851440085
M150T309	28104.8234919731	137908.51715625	321848.286635955	286703.907425105	331653.42451173	328340.578321874	425240.008151253	568970.37705218	134174.261809713	3358525.07888451	538796.022994419	1297026.89225409	486171.462087181	390509.056254049	171806.683093004	83882.4030445556	465107.210262155	34776.6680142463	958659.982210595	296710.510203035	359164.243776677	530347.522238212	531852.907954935	698152.439210593	693051.187725218	768798.509469982	782335.81689302	861041.897073535	835557.283287041	364933.104834503
M151T366	790239.731392603	3253907.7662028	2373280.54125973	953528.032176142	6978952.939536	1241319.81376225	1660201.23846924	2229370.20280583	3061932.73733647	1318124.50648785	795159.632959185	2870655.66395727	2833709.50130945	1929110.9415329	746824.485621052	891264.912099812	2603987.36905824	1024052.6204165	1071990.88745833	992743.283864308	4403000.75656339	2721101.53132863	2606594.15164513	2080414.77420839	2010403.35652616	1518733.91725208	1348423.13137648	1064825.43339335	905592.84104255	658387.976628982
M151T59	7332714.56244443	4532454.86708101	3286194.9542322	2074061.46442317	4542179.60762123	8161015.63103365	3223682.98079778	1615486.04778727	6290992.5491622	2441917.30327067	3294450.05252283	4415666.3020307	4274678.41549887	5647577.74649421	3618627.12360777	1803615.54763293	2102267.66928382	1351743.08278569	1213445.204353	563287.323976575	4315105.92943876	4218343.71394769	4019304.59778869	3978076.41410083	3878079.58188074	3252702.83391938	3045417.70831333	2719388.04769716	2362001.24390054	1768945.03283075
M153T53	847139.046028768	1240985.31096595	473523.013725373	384319.820587151	473325.404245234	305957.879526557	873945.108351765	796599.744051247	925270.825068958	1175953.05819864	1507946.02975908	298387.232210412	373131.490111204	435074.863512376	187567.748485098	651405.743169812	810889.566511525	884460.895771435	142971.432661296	277156.701636457	698153.072056208	698225.858182617	687917.189919871	666597.667542442	668012.166865282	550909.746596067	510839.954398532	457710.339521537	417196.607300886	341811.985158798
M153T364	289893.04573904	1425083.34495182	433028.859370711	305849.11722426	4411520.24640124	2120663.40509116	863974.947987503	746978.39044577	1276751.74162208	486688.473990125	2199416.82853197	1819950.5724646	699650.610134552	908585.757504272	2459494.14083052	834037.333645222	496933.119797719	172505.732983753	388215.567428747	153290.76553603	1890725.96593787	1540904.44896266	1582902.37752695	1443000.23414047	1397489.94319626	1073676.06884618	1022169.80361349	810340.39038308	761039.744335374	562433.713902344
M154T51	215645.819653949	501399.974317475	298361.713095633	103178.237985377	332542.413449691	1034410.58956068	270089.210699593	567716.750849911	452679.617570457	458753.413102878	523462.678508865	1717291.57319319	230660.884420896	344712.408227986	460188.606457332	1091565.92698307	254659.496599655	151008.575473279	506811.7603616	243556.33906469	350950.150791396	436076.763491797	457221.568771748	484371.9329145	487978.265666526	517561.947427996	585179.58062119	532863.772730599	468933.464465425	419544.315486941
M154T313	39425.5159979492	98770.5470536395	219225.602612849	12362.5163085938	700392.244532227	114721.089434692	504487.283771802	293716.636085279	159500.025551514	53675.1085862379	322020.800721057	226936.13706019	376743.952075339	104273.35719165	231636.417513938	971829.81224804	293306.971038712	12920.3363104211	79922.3294397038	3175.5952913779	295318.969929255	286425.68714335	299788.957791082	281841.313223247	291834.971431734	206282.597332976	210925.097398926	179728.901092651	154056.236469183	101440.428483719
M155T54	1961054.33455	3005793.88191881	2895985.81628827	2521623.33368457	3254295.54393728	2640350.89172208	3071547.14356826	1366457.8759306	3335871.44559167	2514092.93925999	2366134.19778136	2641710.46667614	2947701.02888327	2650977.41860553	2826198.8766372	2331714.40412837	2403223.94615531	1618545.49534248	691183.371810118	1277078.547518	3176941.22880523	3157022.6933724	3019297.91905763	2960369.39331939	2998165.5471394	2632206.61221053	2484360.45555862	2168821.71596319	2056115.76863356	1629785.05807916
M155T473	58047.9102852784	1178341.87449491	180652.024764958	11630.833188208	179232.409417397	351666.212921827	491953.811578943	25619.8253768921	409738.598931763	55463.6143214769	354111.34569694	1105805.96329054	1646546.507184	611405.746936661	182772.160666144	133020.815109478	152749.754165262	31349.4675954877	603717.617415854	28218.6645436605	389753.360606264	367451.866545853	356109.245184152	356886.366032894	337847.981861794	299254.770706592	293565.924046524	243244.345210725	236793.441882045	177996.477960205
M155T252	353567.58250148	777015.411592276	590222.354908125	1082404.1314858	850001.740492765	772058.123469695	852530.423106705	708069.325786133	361836.505051529	198738.251725464	380009.480807026	365962.251736448	189472.259169783	485362.524053894	308097.26572998	72303.874040918	302661.084571482	55024.0558876308	470449.125219726	19384.0284966043	1475014.84042711	1399737.91001099	1492239.2036852	1353469.07241553	1357465.27699984	1028155.72926808	1070271.60815957	791927.114389637	741742.566168262	545523.120560842
M156T312	1119135.63558447	6198729.76268347	2018651.6869108	1070802.87623604	4332632.83578352	2732591.46162363	4202731.21358267	557653.401587846	3681695.43884829	957394.737184702	893813.75399414	3160492.73928095	5917965.81290767	3531488.67481628	6193865.18141967	3890330.52416366	2062281.56503009	1532336.87503093	1381145.4363572	884649.943437935	4100763.2360791	4263667.25032788	3790973.00285526	3771384.8277336	4004863.27401779	3209874.14452166	2969759.19164037	2464469.13810894	2240494.00604487	1617385.91233122
M157T54	2107687.43173409	1406259.44597155	1646055.29855995	1266051.35922476	2571760.82893014	1695866.50506881	1920870.4539786	1622223.02244175	1659815.50492537	2774291.27521109	1347938.87490002	1188202.42303168	1515602.29177128	1962311.05793315	1262491.91040067	1032154.17405255	1157233.89089219	608670.55416066	774394.849934993	503548.178179677	1934159.34759472	1844336.14322233	1892273.24267869	1800010.60679157	1825857.22095056	1531825.75709388	1458885.76240511	1159273.12710367	1061229.5244873	772191.183328508
M157T317	5313485.12398793	12368368.604719	4200607.98705912	877390.910665879	6949845.65677971	5974319.9692855	7320551.94526629	2641638.21556561	8456690.47704689	4124122.73414782	4881728.24945498	7632770.96053126	11321921.198418	5061134.40553162	6627604.00297161	8063766.85979222	3201499.60239258	1312763.62278531	5735829.38654694	1513940.00272392	7986222.20476021	8359762.3851427	8223720.22304984	8428400.69171896	8067268.27750392	6854590.6026101	6681173.81812814	5619521.56744445	5144496.57460268	3865293.39876126
M158T317	1296169.83897584	4481009.5241334	1190811.35662425	1148319.43850065	5822664.67836551	3195443.99876009	4168348.23542293	1247550.75701367	3258935.89434427	1496538.79713539	1953121.23832099	3756567.93567176	2401355.9514577	3469382.10761743	4654242.96001714	3404149.48513055	2368878.12069186	1383427.63365151	2093481.74943845	833248.262630404	4060629.63713314	3897683.94860819	3760946.90162109	3640165.14531041	3554055.52888751	3033882.89983546	2810364.31670096	2461477.49569259	2215814.62959241	1722672.67229344
M159T46	2353723.54268083	3270413.3185343	4070446.40794837	3118123.11914495	4086435.45316527	3004555.25027343	3394242.70882533	2944686.05212324	3103964.71286736	2191737.26834831	2748385.2925366	1395877.33307115	2827077.51576372	3196911.31320886	2180940.57411962	2098955.58845548	2358211.42294453	1222517.85030021	1721849.93979176	841712.429420295	3906569.1926726	3730426.08717891	3446496.36335506	3254513.60977897	3429911.34735995	2674994.74421496	2428899.04495625	2083719.22550319	1988084.53274183	1539764.25751681
M159T349	1025548.54978674	2957908.07846889	1712716.50335935	1312366.15018277	2292489.13910904	996925.739996093	1673406.13440341	912485.1646112	3012950.77912799	1222538.28809853	1226265.77137118	1716678.92128041	4592441.20561265	2636392.11116204	1069701.36198066	1180987.62068657	1556376.44585469	468542.736037009	1077086.1670332	604179.463578584	2595863.29900626	2360891.99203898	2261194.30817016	2000841.01583077	1948699.11738425	1770724.03569549	1674177.98877322	1523450.41557528	1375837.63472942	1070430.5228855
